index,close,VWAP,high,MA,average_price,low,tomorrow_high
2000-03-14 14:30:00,136.625,137.625,140.09375,136.76283155000021,138.12,136.15625,140.4375
2000-03-15 14:30:00,139.8125,138.77083333333334,140.4375,136.8131440500002,138.25,136.0625,146.84375
2000-03-16 14:30:00,146.34375,144.6875,146.84375,136.89548780000018,143.86,140.875,148.0
2000-03-17 14:30:00,146.9375,146.79166666666666,148.0,136.9772065500002,146.72,145.4375,147.34375
2000-03-20 14:30:00,146.78125,146.30208333333334,147.34375,137.04501905000018,146.06,144.78125,149.75
2000-03-21 14:30:00,149.1875,147.8125,149.75,137.12314405000018,147.12,144.5,150.84375
2000-03-22 14:30:00,150.09375,149.875,150.84375,137.21236280000016,149.77,148.6875,153.46875
2000-03-23 14:30:00,152.5,151.70833333333334,153.46875,137.31423780000014,151.31,149.15625,155.75
2000-03-24 14:30:00,153.5625,153.67708333333334,155.75,137.42751905000014,153.73,151.71875,153.78125
2000-03-27 14:30:00,151.9375,152.51041666666666,153.78125,137.53814405000014,152.8,151.8125,152.98436999999998
2000-03-28 14:30:00,151.0625,151.54687333333334,152.98436999999998,137.64376905000015,151.79,150.59375,152.48436999999998
2000-03-29 14:30:00,151.21875,151.11979,152.48436999999998,137.74580030000018,151.07,149.65625,151.92186999999998
2000-03-30 14:30:00,148.6875,149.24479,151.92186999999998,137.82267530000018,149.52,147.125,152.3125
2000-03-31 14:30:00,150.375,150.375,152.3125,137.90173780000018,150.38,148.4375,151.25
2000-04-03 13:30:00,151.25,150.39583333333334,151.25,137.98642530000018,149.97,148.6875,153.0
2000-04-04 13:30:00,145.75,146.71354,153.0,138.04205030000014,147.2,141.39061999999998,150.8125
2000-04-05 13:30:00,149.1875,149.20833333333334,150.8125,138.11955030000018,149.22,147.625,151.6875
2000-04-06 13:30:00,150.48436999999998,150.39062333333334,151.6875,138.20681590000015,150.34,149.0,152.125
2000-04-07 13:30:00,151.4375,151.35416666666666,152.125,138.30384715000017,151.31,150.5,153.10936999999998
2000-04-10 13:30:00,150.84375,151.42187333333334,153.10936999999998,138.39955030000021,151.71,150.3125,151.625
2000-04-11 13:30:00,150.40625,150.13541666666666,151.625,138.4850190500002,150.0,148.375,151.15625
2000-04-12 13:30:00,146.28125,147.86458333333334,151.15625,138.5436128000002,148.66,146.15625,148.15625
2000-04-13 13:30:00,144.25,144.51041666666666,148.15625,138.57986280000014,144.64,141.125,142.8125
2000-04-14 13:30:00,138.375,138.22916666666666,142.8125,138.58158155000018,138.16,133.5,140.75
2000-04-17 13:30:00,140.75,138.72916666666666,140.75,138.58830030000018,137.72,134.6875,144.46875
2000-04-18 13:30:00,144.46875,142.90625,144.46875,138.61376905000014,142.12,139.78125,145.125
2000-04-19 13:30:00,143.125,143.59375,145.125,138.63158155000016,143.83,142.53125,143.9375
2000-04-20 13:30:00,143.8125,143.375,143.9375,138.65228470000022,143.16,142.375,143.3125
2000-04-24 13:30:00,142.25,142.02083333333334,143.3125,138.66103470000022,141.91,140.5,148.15625
2000-04-25 13:30:00,148.15625,146.91666666666666,148.15625,138.70244095000018,146.3,144.4375,148.75
2000-04-26 13:30:00,146.48436999999998,147.07812333333334,148.75,138.73798780000018,147.38,146.0,147.34375
2000-04-27 13:30:00,146.0,145.44791666666666,147.34375,138.76720655000014,145.17,143.0,147.85936999999998
2000-04-28 13:30:00,145.09375,146.00520666666668,147.85936999999998,138.78744095000022,146.46,145.0625,148.48436999999998
2000-05-01 13:30:00,147.0625,147.13020666666668,148.48436999999998,138.81369095000022,147.16,145.84375,147.125
2000-05-02 13:30:00,144.125,145.125,147.125,138.82994095000018,145.62,144.125,144.0
2000-05-03 13:30:00,141.625,141.80208333333334,144.0,138.84814410000018,141.89,139.78125,142.35936999999998
2000-05-04 13:30:00,141.8125,141.64062333333334,142.35936999999998,138.8680660000002,141.55,140.75,144.0
2000-05-05 13:30:00,143.53125,142.82291666666666,144.0,138.9056441500002,142.47,140.9375,143.375
2000-05-08 13:30:00,142.45311999999998,142.55729,143.375,138.93915975000021,142.61,141.84375,143.40625
2000-05-09 13:30:00,141.3125,141.66145666666668,143.40625,138.97197225000022,141.84,140.26561999999998,140.96875
2000-05-10 13:30:00,138.125,138.94791666666666,140.96875,138.9832222500002,139.36,137.75,141.5
2000-05-11 13:30:00,141.28125,140.63541666666666,141.5,139.0080660000002,140.31,139.125,143.46875
2000-05-12 13:30:00,142.8125,142.63541666666666,143.46875,139.05009725000022,142.55,141.625,145.60936999999998
2000-05-15 13:30:00,145.28125,144.29687333333334,145.60936999999998,139.11275350000022,143.8,142.0,147.71875
2000-05-16 13:30:00,146.5625,146.53125,147.71875,139.18025350000022,146.52,145.3125,146.1875
2000-05-17 13:30:00,145.15625,145.27083333333334,146.1875,139.24384725000021,145.33,144.46875,146.3125
2000-05-18 13:30:00,143.8125,144.64583333333334,146.3125,139.3097847500002,145.06,143.8125,143.23436999999998
2000-05-19 13:30:00,141.125,141.58854,143.23436999999998,139.3563472500002,141.82,140.40625,141.46875
